"Table 5.10: Total Cost Estimate for Stream Reservation Proposals","","","","","",""
"GND No","X Name of Spring and place","N","E","Observation","Description","Amount  LKR"
"533 D","Alakola mada pathana Canal/ steam","7647","80.90966","Some places there are small trees. A large amount of water flows during rainy season. Banks are eroded.","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earth filling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","239,275"
"533E","Amherst to udapussalawa","6.98551","80.88008","A large amount of water flows during rainy season. Banks are eroded.","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","489,550"
"533E","Field no.08 Kandura","6.98651","80.89529","A large amount of water flows during rainy season. Banks are eroded.","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","463,150"
"533G","Boundary of GN Division Obada Oya","72636","80.892709","During the rainy season when too much water flows, Bank erosion occurs","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","212,875"
"533G","Small stream","76435","80.891893","During the rainy season when too much water flows, Bank erosion occurs","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","181,405"
"533H","Boundary of GN Division Kovilyaya Kandura","7.010153","80.892913","During the rainy season when too much water flows, Bank erosion occurs","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","212,875"
"533L","Gordon Oya","6.985025","80.874996","Some places there are huge boulders. A large amount of water flows during rainy season. Banks are eroded.","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","298,675"
"533L","Theppokulama Oya","7731","80.88064","Starting from the theppokulama Lake. Some places there are huge boulders. A large amount of water flows during rainy season. Banks are eroded.","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","298,675"
"533K","Berik kandura","6.98836","80.90152","During the rainy season when too much water flows, Bank erosion occurs","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","229,375"
"533K","Lower division kandura","6.99563","80.90473","During the rainy season when too much water flows, Bank erosion occurs","9\" thk flat Rubble paving in 1:6 Cement mortarVegetative cover improving around structures (5m x 10m) with Areca nut seedling in 1.5m x 1.5m grid, Kumbuk/ Mee/ Godapara/ Kaduru/ Aththikka/ Wal Del/ Kekuna/ randomly mixed seedlings and planting at 3.5m x 3.5 m grid intervalVegetative cover improving for narrow strips (1.5m‐2.0m wide) with Arecanut seedlings at 1.5m spacing in 2 rows, Betel plants VP at 3m spacing in 1 row, Green gram as a cover cropReplantingbamboospeciesandvetivergrassorriparianspeciesStream / canal  reservation protection by earthfilling of  strip   of 1.5m to 2m wide  and average Depth of 0.5m","350,950"
