"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-008-2","Proposal","General Description","Table 2.1: Administrative details of MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_2_1.csv",""
2,"MWS-008-2","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_2_2.csv",""
3,"MWS-008-2","Proposal","Climate Details in MWS-008-2 ","Table 2.3: Monthly average rainfall details of the MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_2_3.csv",""
4,"MWS-008-2","Proposal","Climate Details in MWS-008-2 ","Table 2.4: Monthly average temperature details of the MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_2_4.csv",""
5,"MWS-008-2","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_2_5.csv",""
6,"MWS-008-2","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-008-2 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_2_6.csv",""
7,"MWS-008-2","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-008-2 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_2_7.csv",""
8,"MWS-008-2","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_1.csv",""
9,"MWS-008-2","Proposal","Soil and Water Conservation","Table 5.2: Key ON FARM activities proposed for soil and water conservation in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_2.csv",""
10,"MWS-008-2","Proposal","Soil and Water Conservation","Table 5.3: Key OFF FARM activities proposed for soil and water conservation in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_3.csv",""
11,"MWS-008-2","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_4.csv",""
12,"MWS-008-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tank available in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_5.csv",""
13,"MWS-008-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Salient details of first and second tanks in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_6.csv",""
14,"MWS-008-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Cost details of Medihena Wewa-reservation improvement","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_7.csv",""
15,"MWS-008-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Cost details of Wanahapuwa Wewa-reservation improvement","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_8.csv",""
16,"MWS-008-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Cost details of Bopitiya Wewa-reservation improvement","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_9.csv",""
17,"MWS-008-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Detail summary of minor tank restoration and repair costs in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_10.csv",""
18,"MWS-008-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.11: Implementation schedule of three tanks in MWS 008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_11.csv",""
19,"MWS-008-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.12: Estimate of domestic water supply-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_12.csv",""
20,"MWS-008-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.13: Estimate of water source protection-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_13.csv",""
21,"MWS-008-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.14: Cost estimate of minor irrigation related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_14.csv",""
22,"MWS-008-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.15: Cost estimate of medium irrigation-related proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_15.csv",""
23,"MWS-008-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.16: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_16.csv",""
24,"MWS-008-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.17: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_17.csv",""
25,"MWS-008-2","Proposal","Water Quality Improvement","Table 5.18: Details related to water pollution in MWS 08-II belongs to Deltota DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_18.csv",""
26,"MWS-008-2","Proposal","Conservation of Stream Reservations","Table 5.19: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_19.csv",""
27,"MWS-008-2","Proposal","Conservation of Stream Reservations","Table 5.20: Total Cost Estimate for Stream Reservation Proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_20.csv",""
28,"MWS-008-2","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.21: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_21.csv",""
29,"MWS-008-2","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.22: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_22.csv",""
30,"MWS-008-2","Proposal","Forest Management","Table 5.23: Key stakeholders of Forest lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_23.csv",""
31,"MWS-008-2","Proposal","Forest Management","Table 5.24: Forest lands in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_24.csv",""
32,"MWS-008-2","Proposal","Forest Management","Table 5.25: HEPA within MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_25.csv",""
33,"MWS-008-2","Proposal","Forest Management","Table 5.26: Proposed interventions MWS-008-2 of the Deltota Divisional Secretariat","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_26.csv",""
34,"MWS-008-2","Proposal","Tea Land Management","Table 5.27: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_27.csv",""
35,"MWS-008-2","Proposal","Tea Land Management","Table 5.28: GNDs in MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_28.csv",""
36,"MWS-008-2","Proposal","Tea Land Management","Table 5.29: Total estimated cost of production for the five years","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_29.csv",""
37,"MWS-008-2","Proposal","Livelihood Development","Table 5.31: Crop suitability for MWS-008-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_31.csv",""
38,"MWS-008-2","Proposal","Livelihood Development","Table 5.32: Major export crops current situation","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_008_2/Table_5_32.csv",""
