"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-017","Proposal","General Description","Table 2.1: Administrative details of MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_2_1.csv",""
2,"MWS-017","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_2_2.csv",""
3,"MWS-017","Proposal","Climate Details in MWS-017","Table 2.3: Monthly average rainfall details of the MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_2_3.csv",""
4,"MWS-017","Proposal","Climate Details in MWS-017","Table 2.4: Monthly average temperature details of the MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_2_4.csv",""
5,"MWS-017","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_2_5.csv",""
6,"MWS-017","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-017 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_2_6.csv",""
7,"MWS-017","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-017 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_2_7.csv",""
8,"MWS-017","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_1.csv",""
9,"MWS-017","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_2.csv",""
10,"MWS-017","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-FARM activities proposed for soil and water conservation in MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_3.csv",""
11,"MWS-017","Proposal","Soil and Water Conservation","Table 5.4: Reported landslides/Other hazards in MWS-017 belong to Mathurata DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_4.csv",""
12,"MWS-017","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_5.csv",""
13,"MWS-017","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Details Salient features of minor tanks in MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_6.csv",""
14,"MWS-017","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Estimate for rehabilitation of Wellangiri Wewa in Goodwood GND (512C)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_7.csv",""
15,"MWS-017","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Estimate for rehabilitation of No 5 Wewa in Merigold GND (509A)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_8.csv",""
16,"MWS-017","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Estimate for rehabilitation of Maha Wewa in Bomallagoda GND (508E)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_9.csv",""
17,"MWS-017","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Summary of cost of rehabilitation of tanks located in MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_10.csv",""
18,"MWS-017","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.11: Implementation schedule of four tanks in MWS-017","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_11.csv",""
19,"MWS-017","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.12: Estimate of water source protection-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_017/Table_5_12.csv",""
