"Table 2.1: Administrative details of MWS-017","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS 017  ha","X  Area belongs to MWS 017","Remarks"
"1",,"Alakola Wewa*","59.1","24.7","41.7%","Included in a separate MWS in Walapane DSD"
"2","508D","Ampitigoda","88.2","88.2","100.0%",
"3","508E","Bomellagoda","212.8","121.1","56.9%",
"4","511A","Deegalahinna*","927.9","0.01","0.001%","Shared between MWS-015 and MWS-018-1"
"5","508A","Dunukebedda","87.8","87.8","100.0%",
"6","511E","Elamulla*","925.4","0.6","0.1%","Included in MWS-015"
"7","508B","Gonakele","92.9","92.9","100.0%",
"8","508F","Gonapitiya","263.4","263.4","100.0%",
"9","512C","Goodwood","96.3","93.1","96.7%",
"10",,"Highforest Watta*","381.4","0.04","0.01%","Included in a separate MWS in Walapane DSD"
"11","512I","Hunukotuwa*","78.9","0.01","0.01%","Included in MWS-016"
"112","510","Idampitiya*","23.4","0.5","2.0%","Included in MWS-018-1"
"13","511F","Ketahira*","114.6","1.0","0.9%","Included in MWS-018-1"
"14","508","Ketayapathana","28.4","28.4","100.0%",
"15","512E","Labuhenwala","123.5","123.1","99.7%",
"16","512H","Malsara Nuwara*","263.2","11.5","4.4%","Shared between MWS-016"
"17","511","Manakola*","39.6","2.5","6.3%","Shared between MWS-018-1"
"18","509","Mathurata","42.4","34.9","82.4%",
"19","512G","Medawela*","96.9","25.6","26.4%","Included in MWS-016"
"20","509A","Merrygoll","16.1","15.7","97.3%",
"21","512A","Metibembiya","193.7","193.0","99.6%",
"22","508C","Udagama","24.2","24.2","100.0%",
"23","512D","Udawela1*","390.2","0.2","0.1%","Included in MWS-016"
"24",,"Ukuthule East*","297.2","0.1","0.05%","Included in a separate MWS in Walapane DSD"
"25","512","Wellagiriya","920.9","397.2","43.1%","Shared between MWS-017 and MWS-021-2"
"26",,"Wetakepatha*","71.6","2.4","3.3%","Included in a separate MWS in Walapane DSD"
"27","512F","Wewathenna1","71.2","71.2","100.0%",
"28",,"Yatiwella*","52.6","3.4","6.4%","Included in a separate MWS in Walapane DSD"
