"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-009","Proposal","General Description","Table 2.1: Administrative details of MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_2_1.csv",""
2,"MWS-009","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_2_2.csv",""
3,"MWS-009","Proposal","Climate Details in MWS-009","Table 2.3: Monthly average rainfall details of the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_2_3.csv",""
4,"MWS-009","Proposal","Climate Details in MWS-009","Table 2.4: Monthly average temperature details of the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_2_4.csv",""
5,"MWS-009","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_2_5.csv",""
6,"MWS-009","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-009 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_2_6.csv",""
7,"MWS-009","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-009 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_2_7.csv",""
8,"MWS-009","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_1.csv",""
9,"MWS-009","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-009 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_2.csv",""
10,"MWS-009","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-FARM activties proposed for soil and water conservation in MWS-009 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_3.csv",""
11,"MWS-009","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_4.csv",""
12,"MWS-009","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.5: Estimate of domestic water supply and water source protection-related activities.","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_5.csv",""
13,"MWS-009","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.6: Cost estimate of minor irrigation-related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_6.csv",""
14,"MWS-009","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.7: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_7.csv",""
15,"MWS-009","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.8: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_8.csv",""
16,"MWS-009","Proposal","Water Quality Improvement","Table 5.9: Details related to water pollution in MWS-009 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_9.csv",""
17,"MWS-009","Proposal","Conservation of Stream Reservations","Table 5.10: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_10.csv",""
18,"MWS-009","Proposal","Conservation of Stream Reservations","Table 5.11: Total Cost Estimate for Stream Reservation Proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_11.csv",""
19,"MWS-009","Proposal","Conservation of Stream Reservations","Table 5.12: Time frame for implementing stream reservation activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_12.csv",""
20,"MWS-009","Proposal","roduct and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.13: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_13.csv",""
21,"MWS-009","Proposal","roduct and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.14: Potential for tourism development and promotion in the area","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_14.csv",""
22,"MWS-009","Proposal","roduct and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.15: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_15.csv",""
23,"MWS-009","Proposal","Forest Management","Table 5.16: Vegetation types in the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_16.csv",""
24,"MWS-009","Proposal","Forest Management","Table 5.17: Dominant species found in the natural vegetation in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_17.csv",""
25,"MWS-009","Proposal","Forest Management","Table 5.18: Some characteristic species recorded in MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_18.csv",""
26,"MWS-009","Proposal","Forest Management","Table 5.19: Deforestation and degradation drivers in the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_19.csv",""
27,"MWS-009","Proposal","Forest Management","Table 5.20: Forest reserves and their protection status in MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_20.csv",""
28,"MWS-009","Proposal","Forest Management","Table 5.21: Forest Plantation with exotic species in the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_21.csv",""
29,"MWS-009","Proposal","Forest Management","Table 5.22: Causes of forest fires in the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_22.csv",""
30,"MWS-009","Proposal","Forest Management","Table 5.23: Suitable species for restoration and home garden enrichment","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_23.csv",""
31,"MWS-009","Proposal","Forest Management","Table 5.24: Stakeholder involvement in the MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_24.csv",""
32,"MWS-009","Proposal","Forest Management","Table 5.25: Log frame for forest management in the mini watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_25.csv",""
33,"MWS-009","Proposal","Forest Management","Table 5.26: Proposed interventions MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_26.csv",""
34,"MWS-009","Proposal","Tea Land Management","Table 5.27: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_27.csv",""
35,"MWS-009","Proposal","Tea Land Management","Table 5.28: Estimated cost to be incurred for planting one hectare of tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_28.csv",""
36,"MWS-009","Proposal","Tea Land Management","Table 5.29: Three plan MWS-009","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_29.csv",""
37,"MWS-009","Proposal","Tea Land Management","Table 5.30: Total estimated cost of production for the three-year period","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_30.csv",""
38,"MWS-009","Proposal","Livelihood Development","Table 5.31: Livelihood challenges and community expectations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_31.csv",""
39,"MWS-009","Proposal","Livelihood Development","Table 5.32: Crop suitability","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_32.csv",""
40,"MWS-009","Proposal","Livelihood Development","Table 5.33: Current situation of major export crops","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_33.csv",""
41,"MWS-009","Proposal","Livelihood Development","Table 5.34: Potential value-added production","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_34.csv",""
42,"MWS-009","Proposal","Livelihood Development","Table 5.35: Insurance service providers","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_35.csv",""
43,"MWS-009","Proposal","Livelihood Development","Table 5.36: Cost estimation of livelihood development activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_36.csv",""
44,"MWS-009","Proposal","Livelihood Development","Table 5.37: Timeframe for the implementation","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_37.csv",""
45,"MWS-009","Proposal","Training and Capacity Development","Table 5.38: Contents of the agriculture productivity improvement training","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_38.csv",""
46,"MWS-009","Proposal","Training and Capacity Development","Table 5.39: Recommended training programs for Livelihood development and marketing","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_39.csv",""
47,"MWS-009","Proposal","Training and Capacity Development","Table 5.40: Expenditure Estimate for training programs","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_009/Table_5_40.csv",""
