"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-019","Proposal","General Description","Table 2.1: Administrative details of MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_2_1.csv",""
2,"MWS-019","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_2_2.csv",""
3,"MWS-019","Proposal","Climate Details in MWS-019","Table 2.3: Monthly average rainfall details of the MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_2_3.csv",""
4,"MWS-019","Proposal","Climate Details in MWS-019","Table 2.4: Monthly average temperature details of the MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_2_4.csv",""
5,"MWS-019","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_2_5.csv",""
6,"MWS-019","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-019 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_2_6.csv",""
7,"MWS-019","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-019 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_2_7.csv",""
8,"MWS-019","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_5_1.csv",""
9,"MWS-019","Proposal","Soil and Water Conservation","Table 5.2: Key ON- FARM activities proposed for soil and water conservation in MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_5_2.csv",""
10,"MWS-019","Proposal","Soil and Water Conservation","Table 5.3: Key OFF- FARM activities proposed for soil and water conservation in MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_5_3.csv",""
11,"MWS-019","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_5_4.csv",""
12,"MWS-019","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-019","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_019/Table_5_5.csv",""
