"Table 2.2: Land use and land cover details of MWS-016","","",""
"No","Land cover","Area","NA"
,,"ha","%"
"1","Builtup land","1.7","0.1%"
"2","Forest lands","1197.3","62.9%"
"3","Forest plantation","17.6","0.9%"
"4","Grass land","16.2","0.9%"
"5","Home garden","67.9","3.6%"
"6","Paddy","1.0","0.1%"
"7","Rocky area","35.8","1.9%"
"8","Scrub land","41.3","2.2%"
"9","Seasonal crops","454.8","23.9%"
"10","Tea","57.9","3.0%"
"11","Water bodies","0.5","0.0%"
"12","Wetland","10.5","0.5%"
,"Total","1902.4","100.0%"
