"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-128","Proposal","General Description","Table 2.1: Administrative details of MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_2_1.csv",""
2,"MWS-128","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_2_2.csv",""
3,"MWS-128","Proposal","Climate Details in MWS-128","Table 2.3: Monthly average rainfall details of the MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_2_3.csv",""
4,"MWS-128","Proposal","Climate Details in MWS-128","Table 2.4: Monthly average temperature details of the MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_2_4.csv",""
5,"MWS-128","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_2_5.csv",""
6,"MWS-128","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-128 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_2_6.csv",""
7,"MWS-128","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-128 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_2_7.csv",""
8,"MWS-128","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_1.csv",""
9,"MWS-128","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activities proposed for soil and water conservation in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_2.csv",""
10,"MWS-128","Proposal","Soil and Water Conservation","Table 5.3: Details of Reported landslides in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_3.csv",""
11,"MWS-128","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.4: Details of minor tanks available in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_4.csv",""
12,"MWS-128","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details Salient features of minor tanks in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_5.csv",""
13,"MWS-128","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Estimate for rehabilitation of  Nawa Nillamba Tank in Nawa Nillamba GND (1136)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_6.csv",""
14,"MWS-128","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Implementation schedule of nine tanks in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_7.csv",""
15,"MWS-128","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.8: Cost estimate of water source protection-related proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_8.csv",""
16,"MWS-128","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.9: Cost estimate of domestic water supply","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_9.csv",""
17,"MWS-128","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.10: Cost estimate of minor irrigation related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_10.csv",""
18,"MWS-128","Proposal","Water Quality Improvement","Table 5.11: Key activities proposed for water quality improvement in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_11.csv",""
19,"MWS-128","Proposal","Conservation of Stream Reservations","Table 5.12: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_12.csv",""
20,"MWS-128","Proposal","Conservation of Stream Reservations","Table 5.13: Total Cost Estimate for Stream Reservation Proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_13.csv",""
21,"MWS-128","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.14: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_14.csv",""
22,"MWS-128","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.15: Potential for tourism development and promotion in the area","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_15.csv",""
23,"MWS-128","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.16: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_16.csv",""
24,"MWS-128","Proposal","Forest Management","Table 5.17: Vegetation types in the MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_17.csv",""
25,"MWS-128","Proposal","Forest Management","Table 5.18: Dominant species found in the natural vegetation in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_18.csv",""
26,"MWS-128","Proposal","Forest Management","Table 5.19: Dominant species found in the natural vegetation in lower part (<800m) of MWS 125 in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_19.csv",""
27,"MWS-128","Proposal","Forest Management","Table 5.21: Some characteristic species recorded in MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_21.csv",""
28,"MWS-128","Proposal","Forest Management","Table 5.22: Forest Plantation in the MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_22.csv",""
29,"MWS-128","Proposal","Forest Management","Table 5.23: Suitable species for restoration and home garden enrichment","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_23.csv",""
30,"MWS-128","Proposal","Forest Management","Table 5.24: Stakeholder involvement in the MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_24.csv",""
31,"MWS-128","Proposal","Forest Management","Table 5.25: Log frame for forest management in the mini watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_25.csv",""
32,"MWS-128","Proposal","Forest Management","Table 5.26: Proposed interventions MWS-128","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_26.csv",""
33,"MWS-128","Proposal","Tea Land Management","Table 5.27: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_128/Table_5_27.csv",""
