"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-038","Proposal","General Description","Table 2.1: Administrative details of MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_2_1.csv",""
2,"MWS-038","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_2_2.csv",""
3,"MWS-038","Proposal","Climate Details in MWS-038","Table 2.3: Monthly average rainfall details of the MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_2_3.csv",""
4,"MWS-038","Proposal","Climate Details in MWS-038","Table 2.4: Monthly average temperature details of the MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_2_4.csv",""
5,"MWS-038","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_2_5.csv",""
6,"MWS-038","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-038 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_2_6.csv",""
7,"MWS-038","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-038 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_2_7.csv",""
8,"MWS-038","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_1.csv",""
9,"MWS-038","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-038 belongs to Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_2.csv",""
10,"MWS-038","Proposal","Soil and Water Conservation","Table 5.3: Details of Reported landslides in MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_3.csv",""
11,"MWS-038","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.4: Cost Estimation of Water source protection-related proposals in MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_4.csv",""
12,"MWS-038","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.5:  Cost Estimation of Domestic water related proposals in MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_5.csv",""
13,"MWS-038","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.6: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_6.csv",""
14,"MWS-038","Proposal","Water Quality Improvement","Table 5.7: Details related to water pollution in MWS-038 belongs to the Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_7.csv",""
15,"MWS-038","Proposal","Conservation of Stream Reservations","Table 5.8: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_8.csv",""
16,"MWS-038","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.9: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_9.csv",""
17,"MWS-038","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.10: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_10.csv",""
18,"MWS-038","Proposal","Forest Management","Table 5.11: Vegetation types in the MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_11.csv",""
19,"MWS-038","Proposal","Forest Management","Table 5.12: Dominant species found in the natural vegetation in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_12.csv",""
20,"MWS-038","Proposal","Forest Management","Table 5.13: Some characteristic species recorded in MWS-038","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_038/Table_5_13.csv",""
