"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-001","Proposal","General Description","Table 2.1: Administrative details of MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_2_1.csv",""
2,"MWS-001","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_2_2.csv",""
3,"MWS-001","Proposal","Climate Details in MWS-001 ","Table 2.3: Monthly average rainfall details of the MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_2_3.csv",""
4,"MWS-001","Proposal","Climate Details in MWS-001 ","Table 2.4: Monthly average temperature details of the MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_2_4.csv",""
5,"MWS-001","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_2_5.csv",""
6,"MWS-001","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-001 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_2_6.csv",""
7,"MWS-001","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-001 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_2_7.csv",""
8,"MWS-001","Proposal","Soil and Water Conservation","Table 5.34: Distribution of soil erosion hazard classes in MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_34.csv",""
9,"MWS-001","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-001 belongs to Deltota DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_2.csv",""
10,"MWS-001","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-FARM activties proposed for soil and water conservation in MWS-001 belongs to Deltota DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_3.csv",""
11,"MWS-001","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_4.csv",""
12,"MWS-001","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.9: Estimate of domestic water supply related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_9.csv",""
13,"MWS-001","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.10: Estimate of water source protection-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_10.csv",""
14,"MWS-001","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.11: Cost estimate of minor irrigation related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_11.csv",""
15,"MWS-001","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.12: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_12.csv",""
16,"MWS-001","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.13: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_13.csv",""
17,"MWS-001","Proposal","Water Quality Improvement","Table 5.14: Details related to water pollution in MWS-001 belongs to Deltota DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_14.csv",""
18,"MWS-001","Proposal","Conservation of Stream Reservations","Table 5.15: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_15.csv",""
19,"MWS-001","Proposal","Conservation of Stream Reservations","Table 5.16: Total Cost Estimate for Stream Reservation Proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_16.csv",""
20,"MWS-001","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.17: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_17.csv",""
21,"MWS-001","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.18: Potential for tourism development and promotion in the area","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_18.csv",""
22,"MWS-001","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.19: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_19.csv",""
23,"MWS-001","Proposal","Forest Management","Table 5.20: Key stakeholders of Forest lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_20.csv",""
24,"MWS-001","Proposal","Forest Management","Table 5.21: Forest lands in MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_21.csv",""
25,"MWS-001","Proposal","Forest Management","Table 5.22: Vegetation cover vs population in MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_22.csv",""
26,"MWS-001","Proposal","Forest Management","Table 5.23: Proposed interventions MWS-001 of the Deltota Divisional Secretariat","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_23.csv",""
27,"MWS-001","Proposal","Tea Land Management","Table 5.24: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_24.csv",""
28,"MWS-001","Proposal","Tea Land Management","Table 5.25: Estimated cost to be incurred for planting one hectare of tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_25.csv",""
29,"MWS-001","Proposal","Tea Land Management","Table 5.26: Five year plan MWS-001","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_26.csv",""
30,"MWS-001","Proposal","Tea Land Management","Table 5.27: Total estimated cost of production for the five-year period","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_27.csv",""
31,"MWS-001","Proposal","Livelihood Development","Table 5.28: Livelihood challenges and community expectations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_28.csv",""
32,"MWS-001","Proposal","Livelihood Development","Table 5.29: Crop suitability","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_29.csv",""
33,"MWS-001","Proposal","Livelihood Development","Table 5.30: The annual production of export crops","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_30.csv",""
34,"MWS-001","Proposal","Livelihood Development","Table 5.31: Potential value-added production","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_31.csv",""
35,"MWS-001","Proposal","Livelihood Development","Table 5.32: Insurance service providers","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_32.csv",""
36,"MWS-001","Proposal","Livelihood Development","Table 5.33: Cost estimation of livelihood development activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_33.csv",""
37,"MWS-001","Proposal","Livelihood Development","Table 5.34: Timeframe for the implementation","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_34.csv",""
38,"MWS-001","Proposal","Training and Capacity Development","Table 5.35: Contents of the agriculture productivity improvement training","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_35.csv",""
39,"MWS-001","Proposal","Training and Capacity Development","Table 5.36: Recommended training programs for Livelihood development and marketing","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_001/Table_5_36.csv",""
