"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-037","Proposal","General Description","Table 2.1: Administrative details of MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_2_1.csv",""
2,"MWS-037","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_2_2.csv",""
3,"MWS-037","Proposal","Climate Details in MWS-037 ","Table 2.3: Monthly average rainfall details of the MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_2_3.csv",""
4,"MWS-037","Proposal","Climate Details in MWS-037 ","Table 2.4: Monthly average temperature details of the MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_2_4.csv",""
5,"MWS-037","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_2_5.csv",""
6,"MWS-037","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-037 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_2_6.csv",""
7,"MWS-037","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-037 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_2_7.csv",""
8,"MWS-037","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_1.csv",""
9,"MWS-037","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-037 belongs to Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_2.csv",""
10,"MWS-037","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-FARM activties proposed for soil and water conservation in MWS-037 belongs to Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_3.csv",""
11,"MWS-037","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_4.csv",""
12,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_5.csv",""
13,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Details Salient features of Aliya Eruna Wewa, Pambe Wewa and Dumkolahena Wewa in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_6.csv",""
14,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Details Salient features of Paragahalanda Wewa, Karakaduwa Wewa, Linde Gedara Wewa and Wewe Pihilla Wewa in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_7.csv",""
15,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Details Salient features of Papolpatha Wewa and Polgaha Wewa in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_8.csv",""
16,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Estimate for rehabilitation of Aliya Eruna Wewa in Udamadura GND (518)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_9.csv",""
17,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Estimate for rehabilitation of Pambe Wewa in Udamadura GND (518)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_10.csv",""
18,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.11: Estimate for rehabilitation of Dumkolahena Wewa in Udamadura GND (518)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_11.csv",""
19,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.12: Estimate for rehabilitation of Paragahalanda Wewa in Udamadura North GND (518B)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_12.csv",""
20,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.13: Estimate for rehabilitation of Karakaduwa Wewa in Udamadura North GND (518B)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_13.csv",""
21,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.14: Estimate for rehabilitation of Papolpatha Wewa in Galkadawela GND (518C)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_14.csv",""
22,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.15: Estimate for rehabilitation of Polgaha Wewa in Bolagandawela GND (521)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_15.csv",""
23,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.16: Summary of cost of rehabilitation of tanks located in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_16.csv",""
24,"MWS-037","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.17: Implementation schedule of four tanks in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_17.csv",""
25,"MWS-037","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.18: Estimates for Domestic water supply in MWS 037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_18.csv",""
26,"MWS-037","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.19: Estimates for Water Source Protection  in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_19.csv",""
27,"MWS-037","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.20: Estimates for Minor Irrigation in MWS-037","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_20.csv",""
28,"MWS-037","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.21: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_21.csv",""
29,"MWS-037","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.22: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_22.csv",""
30,"MWS-037","Proposal","Water Quality Improvement","Table 5.23: Details related to water pollution in MWS-037 belongs to the Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_23.csv",""
31,"MWS-037","Proposal","Conservation of Stream Reservations","Table 5.24: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_037/Table_5_24.csv",""
