"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-035","Proposal","General Description","Table 2.1: Administrative details of MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_2_1.csv",""
2,"MWS-035","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_2_2.csv",""
3,"MWS-035","Proposal","Climate Details in MWS-035","Table 2.3: Monthly average rainfall details of the MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_2_3.csv",""
4,"MWS-035","Proposal","Climate Details in MWS-035","Table 2.4: Monthly average temperature details of the MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_2_4.csv",""
5,"MWS-035","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_2_5.csv",""
6,"MWS-035","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-035 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_2_6.csv",""
7,"MWS-035","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-035 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_2_7.csv",""
8,"MWS-035","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_1.csv",""
9,"MWS-035","Proposal","Soil and Water Conservation","Table 5.2: Key ON-SITE activties proposed for soil and water conservation in MWS-035 belongs to Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_2.csv",""
10,"MWS-035","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-SITE activties proposed for soil and water conservation in MWS-035 belongs to Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_3.csv",""
11,"MWS-035","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_4.csv",""
12,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_5.csv",""
13,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Details Salient features of minor tanks in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_6.csv",""
14,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Details Salient features of minor tanks in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_7.csv",""
15,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Estimate for rehabilitation of Udaliyadda Wewa in Kosgolla GND (528D)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_8.csv",""
16,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Estimate for rehabilitation of Wewathenna Lake in Wewathenna GND (523B)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_9.csv",""
17,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Estimate for rehabilitation of Landegedara Lake in Yatimadura GND (518D)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_10.csv",""
18,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.11: Estimate for rehabilitation of Watapettegas thanna Wewa in Ambanella GND (523)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_11.csv",""
19,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.12: Estimate for rehabilitation of Thanahena wewa in Ambanella GND (523)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_12.csv",""
20,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.13: Summary of cost of rehabilitation of tanks located in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_13.csv",""
21,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.14: Implementation schedule of four tanks in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_14.csv",""
22,"MWS-035","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.15: Estimate of water source protection-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_15.csv",""
23,"MWS-035","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.16: Estimate of domestic water supply related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_16.csv",""
24,"MWS-035","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.17: Cost estimate of minor irrigation-related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_17.csv",""
25,"MWS-035","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.18: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_18.csv",""
26,"MWS-035","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.19: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_19.csv",""
27,"MWS-035","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.20: Details related to water pollution in MWS-035 belongs to the Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_20.csv",""
28,"MWS-035","Proposal","Water Quality Improvement","Table 5.21: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_21.csv",""
29,"MWS-035","Proposal","Conservation of Stream Reservations","Table 5.22: Total Cost Estimate for Stream Reservation Proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_22.csv",""
30,"MWS-035","Proposal","Conservation of Stream Reservations","Table 5.23: Time frame for implementing stream reservation activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_23.csv",""
31,"MWS-035","Proposal","Conservation of Stream Reservations","Table 5.24: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_24.csv",""
32,"MWS-035","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.25: Potential for tourism development and promotion in the area","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_25.csv",""
33,"MWS-035","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.26: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_26.csv",""
34,"MWS-035","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.27: Vegetation types in the MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_27.csv",""
35,"MWS-035","Proposal","Forest Management","Table 5.28: Provides the dominant species found in the natural vegetation in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_28.csv",""
36,"MWS-035","Proposal","Forest Management","Table 5.29: Dominant species found in the natural vegetation in lower mountain forest in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_29.csv",""
37,"MWS-035","Proposal","Forest Management","Table 5.30: Some characteristic species recorded in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_30.csv",""
38,"MWS-035","Proposal","Forest Management","Table 5.31: Highlights the severity of degradation factors within key forest reserves","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_31.csv",""
39,"MWS-035","Proposal","Forest Management","Table 5.32: Forest reserves and their protection status in MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_32.csv",""
40,"MWS-035","Proposal","Forest Management","Table 5.33: Forest Plantation in the MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_33.csv",""
41,"MWS-035","Proposal","Forest Management","Table 5.34: Causes of forest fires in the MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_34.csv",""
42,"MWS-035","Proposal","Forest Management","Table 5.35: Suitable species for restoration and home garden enrichment","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_35.csv",""
43,"MWS-035","Proposal","Forest Management","Table 5.36: Stakeholder involvement in the MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_36.csv",""
44,"MWS-035","Proposal","Forest Management","Table 5.37: Log frame for forest management in the mini watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_37.csv",""
45,"MWS-035","Proposal","Forest Management","Table 5.38: Proposed interventions MWS-035","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_38.csv",""
46,"MWS-035","Proposal","Forest Management","Table 5.39: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_39.csv",""
47,"MWS-035","Proposal","Tea Land Management","Table 5.40: Estimated cost to be incurred for planting one hectare of tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_035/Table_5_40.csv",""
