"Table 2.2: Land use and land cover details of MWS-035","","",""
"No","Land cover","Area","NA"
,,"ha","%"
"1","Builtup land","13.93","0.70%"
"2","Chena","51.00","2.56%"
"3","Forest lands","294.15","14.74%"
"4","Forest plantation","158.46","7.94%"
"5","Grass land","15.23","0.76%"
"6","Home garden","943.40","47.26%"
"7","Mining Sites","0.95","0.05%"
"8","Paddy","259.57","13.00%"
"9","Perennials","1.45","0.07%"
"10","Rocky area","43.54","2.18%"
"11","Scrub land","35.46","1.78%"
"12","Seasonal crops","161.87","8.11%"
"13","Tea","4.72","0.24%"
"14","Water bodies","12.53","0.63%"
,"Total","1996.27","100.00%"
