"Table 5.23: Time frame for implementing stream reservation activities","","","","","",""
"GND No","Name of Spring and place","N","E","Observation","Description","Amount  LKR"
"518A","Alakola ella kandura","7.085387","80.922581","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","255,775"
"518A","Udaliyadda Kandura","7.090377","80.921811","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","298,675"
"518A","5 Post Kandura","7.093377","80.921201","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","298,675"
"518A","Diya molliya kandura","7.084908","80.920371","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","197,140"
"518A","Thalawa Kandura","7.089287","80.923061","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","255,775"
"518E","Kirawana Kadura","7.064359","80.924561","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","159,955"
"518E","kirawana Kadura Branch","7.06477","80.923629","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","138,505"
"518E","Kehel ella kadura","7.063859","80.918422","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","154,240"
"518E","Kudaoya","7.061929","80.916632","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","272,275"
"518F","Kosgaha kandura","7.059839","80.915972","During the rainy season when too much water flows, Bank erosion occur","9\" thk flat Rubble paving in 1:6 Cement mortarStream/canalreservationprotectionbyearthfillingofstripof1.5mto2mwideand averageDepthof0.5mVegetativecoverimprovingaroundstructures(5mx10m)withArecanutseedlingin1.5mx 1.5mgrid,Kumbuk/Mee/Godapara/Kaduru/Aththikka/WalDel/Kekuna/randomlymixed seedlingsandplantingat3.5mx3.5mgridintervalVegetativecoverimprovingfornarrowstrips(1.5m‐2.0mwide)withArecanutseedlingsat1.5m spacingin2rows,BetelplantsVPat3mspacingin1row,GreengramasacovercropReplantingbamboospeciesandvetivergrassorriparianspecies","212,875"
