"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-014","Proposal","General Description","Table 2.1: Administrative details of MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_2_1.csv",""
2,"MWS-014","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_2_2.csv",""
3,"MWS-014","Proposal","Climate Details in MWS-014 ","Table 2.3: Monthly average rainfall details of the MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_2_3.csv",""
4,"MWS-014","Proposal","Climate Details in MWS-014 ","Table 2.4: Monthly average temperature details of the MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_2_4.csv",""
5,"MWS-014","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_2_5.csv",""
6,"MWS-014","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-014 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_2_6.csv",""
7,"MWS-014","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-014 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_2_7.csv",""
8,"MWS-014","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-010","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_1.csv",""
9,"MWS-014","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-014 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_2.csv",""
10,"MWS-014","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-FARM activties proposed for soil and water conservation in MWS-014 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_3.csv",""
11,"MWS-014","Proposal","Soil and Water Conservation","Table 5.4: Reported landslides/Other hazards in MWS-014 belong to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_4.csv",""
12,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_5.csv",""
13,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Salient details of Bandiyawa Wewa and Goda Iluk Wewa in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_6.csv",""
14,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Salient details of Mi Aththa Wewa and Bodhigolla Wewa in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_7.csv",""
15,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Details of Bandiyawa Wewa related improvement cost in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_8.csv",""
16,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Details of Goda Iluk wewa improvement cost estimate in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_9.csv",""
17,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Details of reservation improvement for Mi Aththa Wewa  in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_10.csv",""
18,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.11: Details of reservation improvement for Bhodhigolla wewa in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_11.csv",""
19,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.12: Detail summary of minor tanks restoration and repair costs in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_12.csv",""
20,"MWS-014","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.13: Implementation schedule of four tanks in MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_13.csv",""
21,"MWS-014","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.18: Estimate of domestic water supply and water source protection-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_18.csv",""
22,"MWS-014","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.19: Cost estimate of minor irrigation related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_19.csv",""
23,"MWS-014","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.20: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_20.csv",""
24,"MWS-014","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.21: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_21.csv",""
25,"MWS-014","Proposal","Water Quality Improvement","Table 5.22: Details related to water pollution in MWS-014 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_22.csv",""
26,"MWS-014","Proposal","Conservation of Stream Reservations","Table 5.23: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_23.csv",""
27,"MWS-014","Proposal","Conservation of Stream Reservations","Table 5.24: Total Cost Estimate for Stream Reservation Proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_24.csv",""
28,"MWS-014","Proposal","Conservation of Stream Reservations","Table 5.25: Time frame for implementing stream reservation activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_25.csv",""
29,"MWS-014","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.26: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_26.csv",""
30,"MWS-014","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.27: Key tourist attractions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_27.csv",""
31,"MWS-014","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.28: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_28.csv",""
32,"MWS-014","Proposal","Forest Management","Table 5.29: Vegetation types in the MWS-014","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_29.csv",""
33,"MWS-014","Proposal","Forest Management","Table 5.30: Dominant species found in the natural vegetation in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_014/Table_5_30.csv",""
