"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-029","Proposal","General Description","Table 3.1: Administrative details of MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_3_1.csv",""
2,"MWS-029","Proposal","Land Cover /Land Use Types and Data","Table 3.2: Land use and land cover details of MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_3_2.csv",""
3,"MWS-029","Proposal","Climate Details in MWS-029","Table 3.3: Monthly average rainfall details of the MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_3_3.csv",""
4,"MWS-029","Proposal","Climate Details in MWS-029","Table 3.4: Monthly average temperature details of the MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_3_4.csv",""
5,"MWS-029","Proposal","Population Demographics","Table 3.5: GN-wise demographic details of the MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_3_5.csv",""
6,"MWS-029","Proposal","Population Demographics","Table 3.6: Age group categorization of the population of MWS-029 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_3_6.csv",""
7,"MWS-029","Proposal","Population Demographics","Table 3.7: Occupational details of the community of MWS-029 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_3_7.csv",""
8,"MWS-029","Proposal","Soil and Water Conservation","Table 6.1: Key activities proposed for soil and water conservation in MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_6_1.csv",""
9,"MWS-029","Proposal","Soil and Water Conservation","Table 6.2: Details of Reported landslides in MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_6_2.csv",""
10,"MWS-029","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 6.3: Details of minor tanks available in MWS-029","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_029/Table_6_3.csv",""
