"Table 2.2: Land use and land cover details of MWS-005","","",""
"No","Land cover","Area","NA"
,,"ha","%"
"1","Bare land","0.1","0.0%"
"2","Builtup land","5.4","0.3%"
"3","Chena","100.5","5.7%"
"4","Farms & Associated lands","0.4","0.0%"
"5","Forest lands","71.3","4.1%"
"6","Forest plantation","140.0","8.0%"
"7","Grass land","72.5","4.1%"
"8","Home garden","797.0","45.6%"
"9","Mining Sites","3.8","0.2%"
"10","Paddy","172.5","9.9%"
"11","Perennials","169.9","9.7%"
"12","Rocky area","24.2","1.4%"
"13","Scrub land","83.6","4.8%"
"14","Seasonal crops","69.1","4.0%"
"15","Tea","35.7","2.0%"
"16","Water bodies","2.7","0.2%"
,"Total","1748.6","100.0%"
