"Table 2.5: GN-wise demographic details of the MWS-101-1","","","","",""
"GND No","GN Name","Female","Male","No of Houses","No of families"
"720","Maluwegama","860","841","469","449"
"723","Naranpanawa East","426","386","239","260"
"647","Dunuhappawa","834","787","402","435"
"719","Gonawala South","919","864","532","534"
"716","Kumbukkandura North","1113","1021","463","495"
"649","Alawathugirigama","954","837","425","440"
"717","Kumbukkandura South","751","831","321","330"
"718","Gonawala North","1223","1180","642","689"
"721","Wepathana","556","496","267","300"
"722","Kuruambemuduna","344","329","189","216"
"724","Kandekumbura","409","405","237","253"
"725","Naranpanawa West","513","507","262","294"
,"Total","8902","8484","4448","4695"
