"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-004-2","Proposal","General Description","Table 2.1: Administrative details of MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_2_1.csv",""
2,"MWS-004-2","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_2_2.csv",""
3,"MWS-004-2","Proposal","Climate Details in MWS-004-2","Table 2.3: Monthly average rainfall details of the MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_2_3.csv",""
4,"MWS-004-2","Proposal","Climate Details in MWS-004-2","Table 2.4: Monthly average temperature details of the MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_2_4.csv",""
5,"MWS-004-2","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_2_5.csv",""
6,"MWS-004-2","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-004-2 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_2_6.csv",""
7,"MWS-004-2","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-004-2 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_2_7.csv",""
8,"MWS-004-2","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_1.csv",""
9,"MWS-004-2","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_2.csv",""
10,"MWS-004-2","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-FARM activities proposed for soil and water conservation in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_3.csv",""
11,"MWS-004-2","Proposal","Soil and Water Conservation","Table 5.4: Details of reported landslides in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_4.csv",""
12,"MWS-004-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_5.csv",""
13,"MWS-004-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Salient details of tanks in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_6.csv",""
14,"MWS-004-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Details of minor tank reservation improvement cost in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_7.csv",""
15,"MWS-004-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Details of reservation improvement for Ambalammana Wewa in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_8.csv",""
16,"MWS-004-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Detail summary of rehabilitation costs in MWS-004-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_9.csv",""
17,"MWS-004-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.10: Numbers of proposals related to water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_004-2/Table_5_10.csv",""
