"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-033","Proposal","General Description","Table 2.1: Administrative details of MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_2_1.csv",""
2,"MWS-033","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_2_2.csv",""
3,"MWS-033","Proposal","Climate Details in MWS-033 ","Table 2.3: Monthly average rainfall details of the MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_2_3.csv",""
4,"MWS-033","Proposal","Climate Details in MWS-033 ","Table 2.4: Monthly average temperature details of the MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_2_4.csv",""
5,"MWS-033","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_2_5.csv",""
6,"MWS-033","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-033 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_2_6.csv",""
7,"MWS-033","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-033 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_2_7.csv",""
8,"MWS-033","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-033.","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_1.csv",""
9,"MWS-033","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-033 belongs to Nildandahinna DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_2.csv",""
10,"MWS-033","Proposal","Soil and Water Conservation","Table 5.3: Details of Reported landslides in MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_3.csv",""
11,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.4: Details of minor tanks available in MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_4.csv",""
12,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details Salient features of minor tanks in MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_5.csv",""
13,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Estimate for rehabilitation of Wemulla Lake in Meepanawa GND (528D)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_6.csv",""
14,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Estimate for rehabilitation of Heenmukalana lake in Meepanawa GND (529D)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_7.csv",""
15,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Estimate for rehabilitation of Diya Bibula Reservation in Kurupanawela GND (530A)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_8.csv",""
16,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Estimate for rehabilitation of Arawe Lake in Madulla South GND (527A)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_9.csv",""
17,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Estimate for rehabilitation of Peshiya Kumbura Lake in Madulla South GND (527A)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_10.csv",""
18,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.11: Estimate for rehabilitation of Pallekumbura small lake (02) in Morahela GND (527B)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_11.csv",""
19,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.12: Estimate for rehabilitation of Udakumbura lake in Morahela GND (527B)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_12.csv",""
20,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.13: Summary of cost of rehabilitation of tanks located in MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_13.csv",""
21,"MWS-033","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.14: Implementation schedule of nine tanks in MWS-033","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_033/Table_5_14.csv",""
