"Table 2.2: Land use and land cover details of MWS-006-1","","",""
"No","Land cover","Area  Ha","NA"
,,"ha","%"
"1","Builtup land","9.3","0.8%"
"2","Chena","176.9","14.4%"
"3","Forest lands","4.9","0.4%"
"4","Forest plantation","20.6","1.7%"
"5","Grass land","30.3","2.5%"
"6","Home garden","567.0","46.3%"
"7","Mining Sites","1.0","0.1%"
"8","Paddy","159.0","13.0%"
"9","Perennials","47.2","3.8%"
"10","Rocky area","9.0","0.7%"
"11","Scrub land","88.6","7.2%"
"12","Seasonal crops","102.2","8.3%"
"13","Tea","1.9","0.2%"
"14","Water bodies","7.9","0.6%"
"15","Total","1225.9","100.0%"
