"Table 2.1: Administrative details of MWS-006-1","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS  006 1  ha","X  Area belongs to MWS  006 1","Remarks"
"1","1014","Bawlana","241.1","241.1","100.0%",
"2","999","Bolepa*","136.5","3.6","2.7%","Included in 005"
"3","1018","Bopitiya","95.1","77.3","81.3%",
"4","1008","Damunugolla","44.3","41.8","94.4%",
"5","1010","Elikewela","39.7","39.7","100.0%",
"6","1011","Galagoda","106.6","106.6","100.0%",
"7","1016","Hewawissa East","74.2","74.2","100.0%",
"8","1017","Hewawissa West","53.9","53.9","100.0%",
"9","1013","Kandewela","30.8","30.8","100.0%",
"10","1004","Kethigannawela*","123.7","20.4","16.5%","Included in 007-1"
"11","1012","Kiriwanagoda","67.3","67.3","100.0%",
"12","1007","Marassana","56.4","56.4","100.0%",
"13","1000","Medadeniya","119.9","108.2","90.2%",
"14","997","Medagama Pallegama*","112.1","12.6","11.2%","Included in 005"
"15","996","Medagama Udagama*","511.7","55.4","10.8%","Included in 005"
"16","1009","Meeruppa","58.9","58.9","100.0%",
"17","1015","Oluwawatta","98.3","98.3","100.0%",
"18","1019","Pothgoda*","57.2","0.1","0.1%","Included in 008-1"
"19","1022","Ududeniya Madige","40.3","40.3","100.0%",
"20","1023","Ududeniya1","33.1","23.8","71.9%",
"21","1025","Unuvinna West*","135.4","15.4","11.4%","Included in 008-1"
