"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
1,"MWS-012","Proposal","General Description","Table 2.1: Administrative details of MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_2_1.csv",""
2,"MWS-012","Proposal","Land Cover /Land Use Types and Data","Table 2.2: Land use and land cover details of MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_2_2.csv",""
3,"MWS-012","Proposal","Climate Details in MWS-012 ","Table 2.3: Monthly average rainfall details of the MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_2_3.csv",""
4,"MWS-012","Proposal","Climate Details in MWS-012 ","Table 2.4: Monthly average temperature details of the MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_2_4.csv",""
5,"MWS-012","Proposal","Population Demographics","Table 2.5: GN-wise demographic details of the MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_2_5.csv",""
6,"MWS-012","Proposal","Population Demographics","Table 2.6: Age group categorization of the population of MWS-012 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_2_6.csv",""
7,"MWS-012","Proposal","Population Demographics","Table 2.7: Occupational details of the community of MWS-012 (GN-wise)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_2_7.csv",""
8,"MWS-012","Proposal","Soil and Water Conservation","Table 5.1: Distribution of soil erosion hazard classes in MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_1.csv",""
9,"MWS-012","Proposal","Soil and Water Conservation","Table 5.2: Key ON-FARM activties proposed for soil and water conservation in MWS-012 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_2.csv",""
10,"MWS-012","Proposal","Soil and Water Conservation","Table 5.3: Key OFF-FARM activties proposed for soil and water conservation in MWS-012 belongs to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_3.csv",""
11,"MWS-012","Proposal","Soil and Water Conservation","Table 5.4: Reported landslides/Other hazards in MWS-012 belong to Hanguranketha DS Division","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_4.csv",""
12,"MWS-012","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_5.csv",""
13,"MWS-012","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Salient details of Udamaluwa Wewa, Elamullawa Wewa and Walugama Wewa","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_6.csv",""
14,"MWS-012","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Salient details of Badaladeniya Wewa, Katukenda Gommana New tank and Nikaththala Wewa","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_7.csv",""
15,"MWS-012","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Salient details of Narankandura Mahapitiya Wewa, Narankandura Wewa and Kingsway Watta Wewa","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_8.csv",""
16,"MWS-012","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Detail summary of minor tanks restoration and repair costs in MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_9.csv",""
17,"MWS-012","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Implementation schedule of four tanks in MWS-012","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_10.csv",""
18,"MWS-012","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.11: Estimate of domestic water supply related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_11.csv",""
19,"MWS-012","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.12: Estimate of water source protection-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_12.csv",""
20,"MWS-012","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.13: Cost estimate of minor irrigation-related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_13.csv",""
21,"MWS-012","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.14: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_14.csv",""
22,"MWS-012","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.15: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_012/Table_5_15.csv",""
