"Table 2.5: GN-wise demographic details of the MWS-012","","","","",""
"GND No","GND Name","No  of Houses","No  of Families","Female","Male"
"496A","Ambaliyadda1","0","265","465","408"
"496B","Arattana","229","263","439","432"
"496C","Dampola","210","249","429","409"
"494","Damunumeya","146","202","291","310"
"494E","Damunumeya North","164","203","348","308"
"495D","Delgahapitiya","190","270","396","392"
"494D","Deliwala","133","237","386","367"
"492","Diya - Udagama","256","294","491","418"
"492B","Dodamkumbura","484","545","1087","729"
"494A","Dolugala","188","264","410","458"
"495","Hanguranketha","205","236","413","426"
"496","Hapuwala","0","302","495","470"
"493A","Kottala","260","274","444","394"
"493","Madanwala","2","206","344","317"
"495C","Pallemaluwa","91","148","221","248"
"495A","Pussalamankada","296","316","491","442"
"494C","Rathmetiya","266","274","532","488"
"497A","Rekitipe","243","377","619","577"
"492A","Rikillagaskada","500","613","1224","821"
"492C","Walalawela","163","157","272","243"
"495B","Yati Hanguranketha","262","296","478","461"
,"Total","4288","5991","10275","9118"
