"Table 2.1: Administrative details of MWS-012","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS 012  ha","X  Area belongs to MWS 012","Remarks"
"1","496A","Ambaliyadda1","53.8","53.8","100.0%",
"2","496B","Arattana","45.0","45.0","100.0%",
"3","484A","Bogamuwa*","177.3","0.4","0.2%","Included in MWS-019 in Mathurata"
"4","496C","Dampola","98.0","98.0","100.0%",
"5","494","Damunumeya","23.4","23.4","100.0%",
"6","494E","Damunumeya North","19.3","19.3","100.0%",
"7","495D","Delgahapitiya","31.5","31.5","100.0%",
"8","494D","Deliwala","117.6","117.6","100.0%",
"9","484D","Dimbulkumbura*","195.0","0.3","0.2%","Included in MWS-020-2"
"10","492","Diya - Udagama","243.0","198.4","81.6%",
"11","492B","Dodamkumbura","200.5","156.3","77.9%",
"12","494A","Dolugala","110.6","110.6","100.0%",
"13","495","Hanguranketha","40.2","40.2","100.0%",
"14","502A","Hapugasdeniya*","155.1","11.5","7.4%","Included in MWS-011"
"15","496","Hapuwala","166.1","164.2","98.9%",
"16","500D","Kosgaha Debala*","126.8","4.7","3.7%","Included in MWS-011"
"17","493A","Kottala","132.3","131.6","99.5%",
"18","498F","Labuhena*","88.7","1.7","1.9%","Included in MWS-011"
"19","493","Madanwala","66.0","66.0","100.0%",
"20","495C","Pallemaluwa","20.6","20.6","100.0%",
"21","495A","Pussalamankada","146.8","110.1","75.0%",
"22","494C","Rathmetiya","50.2","48.5","96.8%",
"23","497A","Rekitipe","116.9","79.8","68.3%",
"24","492A","Rikillagaskada","87.5","64.6","73.8%",
"25","494B","Sangaraja Gama*","98.2","4.7","4.8%","Included in MWS-013"
"26","484B","Uda Makuruppa*","54.1","0.1","0.2%","Included in MWS-019 in Mathurata DS Division"
"27","489C","Udakanda*","198.5","0.4","0.2%","Included in MWS-014"
"28","494F","Udawatta Kumbura*","100.5","35.1","35.0%","Included in MWS-013"
"29","497","Unanthenna*","107.2","0.3","0.3%","Included in MWS-011"
"30","492C","Walalawela","80.8","80.8","100.0%",
"31","495B","Yati Hanguranketha","61.7","61.7","100.0%",
