"Table 2.7: Occupational details of the community of MWS-103-1 (GN-wise)","","","","","","","","","","","","","","",""
"GND No","GND Name","Employment","NA","NA  1","NA  2","NA  3","NA  4","NA  5","NA  6","NA  7","NA  8","NA  9","NA  10","NA  11","NA  12"
,,"Executive/ Manager","Clerk","Industrial","Security Services","Foreign employment","Masonry","Carpenter","Animal Husbandry","Business","Apparel","Labour","Agriculture","Plantations","Others"
"682","Dodamgolla","13","24","12","57","32","89","32","9","11","152","386","392","0","247"
"692","Kundasale South*","71","183","72","134","285","17","8","0","0","0","0","0","0","0"
"661","Bogaskumbura","9","39","19","42","9","14","8","9","16","6","247","48","0","276"
"681","Nithulethenna","10","25","21","15","32","28","9","12","13","130","85","48","10","255"
"680","Hurikaduwa East","8","17","9","15","43","12","9","21","15","21","69","67","0","297"
"706","Dambarawa","9","13","20","38","23","10","5","6","14","55","65","70","0","145"
"707","Hathamuna","6","35","19","19","25","12","15","19","32","40","47","45","0","163"
"679","Hurikaduwa South","6","30","5","40","18","10","8","6","20","28","45","70","1","62"
"677","Hurikaduwa West","16","26","26","37","19","9","7","29","21","38","60","180","0","258"
"678","Hurikaduwa North","4","5","18","54","25","28","14","12","33","40","57","54","4","339"
"673","Udagama South","8","12","21","36","30","28","17","4","16","19","18","4","6","117"
"675","Maharathenna West","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"708","Delgaslanda","4","12","18","13","16","27","19","11","10","62","142","12","19","0"
"672","Udagama North","5","2","22","21","13","16","15","2","14","108","298","27","3","35"
"676","Ihala Gonagama","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"Total","169","423","282","521","570","300","166","140","215","699","1519","1017","43","2194"
